id;departamento_codigo;distrito_codigo;departamento_descripcion;distrito_descripcion;area;barrio_codigo;barrio_descripcion;cantidad_viv;codigo
1;10;21;ALTO PARANA;TAVAPY;6;210;COLONIA GUEMBETY MI;21;10216210
2;10;21;ALTO PARANA;TAVAPY;6;220;ESTANCIA RANCHO GRANDE AGRO FORESTAL S.A;23;10216220
3;10;21;ALTO PARANA;TAVAPY;6;250;FULGENCIO R. MORENO;37;10216250
4;10;21;ALTO PARANA;TAVAPY;6;190;8 DE DICIEMBRE;28;10216190
5;10;21;ALTO PARANA;TAVAPY;6;150;SAN BLAS;57;10216150
6;10;21;ALTO PARANA;TAVAPY;6;270;SANTA LUCIA;84;10216270
7;10;21;ALTO PARANA;TAVAPY;6;170;TAVAPY 1;181;10216170
8;10;21;ALTO PARANA;TAVAPY;6;240;ASENT. SEBASTIAN LARROSA;82;10216240
9;10;21;ALTO PARANA;TAVAPY;6;110;DOLORES;27;10216110
10;10;21;ALTO PARANA;TAVAPY;6;230;ASENT. FATIMA;8;10216230
11;10;21;ALTO PARANA;TAVAPY;6;140;FATIMA;44;10216140
12;10;21;ALTO PARANA;TAVAPY;1;2;SAN JOSE;132;10211002
13;10;21;ALTO PARANA;TAVAPY;1;1;SAN ANTONIO;189;10211001
14;10;21;ALTO PARANA;TAVAPY;1;3;CENTRO;81;10211003
15;10;21;ALTO PARANA;TAVAPY;1;5;SAN RAMON;15;10211005
16;10;21;ALTO PARANA;TAVAPY;1;6;SANTA CATALINA;9;10211006
17;10;21;ALTO PARANA;TAVAPY;1;4;SAN ROQUE;49;10211004
18;10;21;ALTO PARANA;TAVAPY;6;200;TAVAPY 2;386;10216200
19;10;21;ALTO PARANA;TAVAPY;6;260;PANAMBU- PIERRER;11;10216260
20;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;450;GLEVA 23 COLONIA ITAIPU;103;10206450
21;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;470;ASENT. SANTIAGO MARTINEZ;72;10206470
22;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;110;GLEVA 7;75;10206110
23;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;120;GLEVA 5 PIKYRY;53;10206120
24;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;100;GLEVA 12 GRAL DIAZ;26;10206100
25;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;140;PYKYRY;186;10206140
26;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;1;1;URBANO;445;10201001
27;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;420;SANTA FE NUEVA ESPERANZA;200;10206420
28;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;480;GLEVA 11;32;10206480
29;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;430;ASENT. NIÑO JESUS;10;10206430
30;10;20;ALTO PARANA;SAN RAFAEL DEL PARANA;6;460;ASENT. MARACAMOA;42;10206460
31;10;19;ALTO PARANA;IRUÑA;6;160;BOQUERON;77;10196160
32;10;19;ALTO PARANA;IRUÑA;6;110;SAN MIGUEL;62;10196110
33;10;19;ALTO PARANA;IRUÑA;6;100;PASO TIGRE;38;10196100
34;10;19;ALTO PARANA;IRUÑA;6;120;JERUSALEN 1;169;10196120
35;10;19;ALTO PARANA;IRUÑA;6;230;SAN VICENTE FERRER;24;10196230
36;10;19;ALTO PARANA;IRUÑA;6;170;SANTA TERESITA;48;10196170
37;10;19;ALTO PARANA;IRUÑA;6;210;SAN ROQUE;61;10196210
38;10;19;ALTO PARANA;IRUÑA;6;220;SAN CARLOS;99;10196220
39;10;19;ALTO PARANA;IRUÑA;6;290;LINEA DOS HERMANOS;38;10196290
40;10;19;ALTO PARANA;IRUÑA;6;150;CONSUELO;39;10196150
41;10;19;ALTO PARANA;IRUÑA;6;130;JERUSALEN 2;167;10196130
42;10;19;ALTO PARANA;IRUÑA;6;240;JERUSALEN 3;45;10196240
43;10;19;ALTO PARANA;IRUÑA;6;270;KAAGUY PORA;6;10196270
44;10;19;ALTO PARANA;IRUÑA;6;140;SAN PEDRO;84;10196140
45;10;19;ALTO PARANA;IRUÑA;1;1;CENTRO;314;10191001
46;10;18;ALTO PARANA;SAN ALBERTO;6;130;ITAIPU PORA;69;10186130
47;10;18;ALTO PARANA;SAN ALBERTO;3;175;SAN RAMON SUB-URBANO;35;10183175
48;10;18;ALTO PARANA;SAN ALBERTO;6;340;SAN FRANCISCO;34;10186340
49;10;18;ALTO PARANA;SAN ALBERTO;6;160;SAN FRANCISCO LEVA 8;148;10186160
50;10;18;ALTO PARANA;SAN ALBERTO;6;200;CRUCE SAN ALBERTO;153;10186200
51;10;18;ALTO PARANA;SAN ALBERTO;6;320;LINEA DE NAVEGACION;26;10186320
52;10;18;ALTO PARANA;SAN ALBERTO;6;120;GUARAPUABA;53;10186120
53;10;18;ALTO PARANA;SAN ALBERTO;6;230;SAN ANTONIO;100;10186230
54;10;18;ALTO PARANA;SAN ALBERTO;3;165;SAN FRANCISCO  LEVA 8 SUB-URBANO;217;10183165
55;10;18;ALTO PARANA;SAN ALBERTO;6;300;ITAIPYTE;92;10186300
56;10;18;ALTO PARANA;SAN ALBERTO;6;350;SANTO TOMAS;43;10186350
57;10;18;ALTO PARANA;SAN ALBERTO;6;310;LAGUNA;41;10186310
58;10;18;ALTO PARANA;SAN ALBERTO;6;260;MARIA AUXILIADORA;32;10186260
59;10;18;ALTO PARANA;SAN ALBERTO;6;270;SANTA ROSA;34;10186270
60;10;18;ALTO PARANA;SAN ALBERTO;3;205;CRUCE SAN ALBERTO SUB-URBANO;147;10183205
61;10;18;ALTO PARANA;SAN ALBERTO;6;170;SAN RAMON;49;10186170
62;10;18;ALTO PARANA;SAN ALBERTO;6;360;SEXTA LINEA;79;10186360
63;10;18;ALTO PARANA;SAN ALBERTO;6;140;SANTA TERESA;23;10186140
64;10;18;ALTO PARANA;SAN ALBERTO;6;210;SAN PATRICIO;21;10186210
65;10;18;ALTO PARANA;SAN ALBERTO;6;330;LOTE 9;71;10186330
66;10;18;ALTO PARANA;SAN ALBERTO;6;190;SAN ISIDRO;42;10186190
67;10;18;ALTO PARANA;SAN ALBERTO;6;110;8 DE DICIEMBRE;108;10186110
68;10;18;ALTO PARANA;SAN ALBERTO;1;5;CENTRO;337;10181005
69;10;18;ALTO PARANA;SAN ALBERTO;1;4;8 DE DICIEMBRE;394;10181004
70;10;18;ALTO PARANA;SAN ALBERTO;1;6;SANTA MARIA;67;10181006
71;10;18;ALTO PARANA;SAN ALBERTO;1;3;PORTAL;111;10181003
72;10;18;ALTO PARANA;SAN ALBERTO;1;7;BETARRAN;122;10181007
73;10;18;ALTO PARANA;SAN ALBERTO;6;240;TAPE PORA SAN ALBERTO;79;10186240
74;10;18;ALTO PARANA;SAN ALBERTO;1;2;SAN ALBERTO;602;10181002
75;10;18;ALTO PARANA;SAN ALBERTO;1;1;VILLA DEPORTIVA;287;10181001
76;10;17;ALTO PARANA;MBARACAYU;3;350;MBARACAYU CENTRO SUB-URBANO;154;10173350
77;10;17;ALTO PARANA;MBARACAYU;6;240;FORTUNA;81;10176240
78;10;17;ALTO PARANA;MBARACAYU;6;210;COM INDIG KIRITO;0;10176210
79;10;17;ALTO PARANA;MBARACAYU;6;250;GLEVA 10 MBARACAYU;27;10176250
80;10;17;ALTO PARANA;MBARACAYU;6;220;GLEVA 3 MBARACAYU;63;10176220
81;10;17;ALTO PARANA;MBARACAYU;6;120;ASENT 1RO DE MAYO;69;10176120
82;10;17;ALTO PARANA;MBARACAYU;6;130;ASENT LA AMISTAD;30;10176130
83;10;17;ALTO PARANA;MBARACAYU;6;330;PUERTO INDIO;303;10176330
84;10;17;ALTO PARANA;MBARACAYU;6;140;ZONA ESTANCIA ITABO;33;10176140
85;10;17;ALTO PARANA;MBARACAYU;6;290;NUEVA ESPERANZA;16;10176290
86;10;17;ALTO PARANA;MBARACAYU;6;320;COLONIA GUARANI;124;10176320
87;10;17;ALTO PARANA;MBARACAYU;6;310;PROCOPIO;35;10176310
88;10;17;ALTO PARANA;MBARACAYU;6;300;LA PALOMA BLANCA;17;10176300
89;10;17;ALTO PARANA;MBARACAYU;6;170;BELLA VISTA;16;10176170
90;10;17;ALTO PARANA;MBARACAYU;3;315;PROCOPIO SUB-URBANO;51;10173315
91;10;17;ALTO PARANA;MBARACAYU;6;200;GLEVA 11 MBARACAYU;122;10176200
92;10;17;ALTO PARANA;MBARACAYU;6;190;CRUCE MBARACAYU;150;10176190
93;10;17;ALTO PARANA;MBARACAYU;1;2;GRAL DIAZ - URBANO;176;10171002
94;10;17;ALTO PARANA;MBARACAYU;6;100;BARRO NEGRO;91;10176100
95;10;17;ALTO PARANA;MBARACAYU;6;260;GLEVA 5 MBARACAYU;74;10176260
96;10;17;ALTO PARANA;MBARACAYU;6;180;GRAL DIAZ;194;10176180
97;10;17;ALTO PARANA;MBARACAYU;6;270;GLEVA 4 MBARACAYU;51;10176270
98;10;17;ALTO PARANA;MBARACAYU;6;340;SAN ANTONIO;24;10176340
99;10;16;ALTO PARANA;MINGA PORA;6;460;SAN ROQUE;84;10166460
100;10;16;ALTO PARANA;MINGA PORA;6;480;5TA LINEA;47;10166480
101;10;16;ALTO PARANA;MINGA PORA;6;290;3RA LINEA;29;10166290
102;10;16;ALTO PARANA;MINGA PORA;6;430;2DA LINEA OESTE;21;10166430
103;10;16;ALTO PARANA;MINGA PORA;6;470;SAN ISIDRO PRIMAVERA;56;10166470
104;10;16;ALTO PARANA;MINGA PORA;6;420;SAN MIGUEL;82;10166420
105;10;16;ALTO PARANA;MINGA PORA;3;195;LIMOY SUB-URBANO;294;10163195
106;10;16;ALTO PARANA;MINGA PORA;6;410;LOTE 9 VYA RENDA;176;10166410
107;10;16;ALTO PARANA;MINGA PORA;6;240;SAN JORGE;72;10166240
108;10;16;ALTO PARANA;MINGA PORA;3;225;8 DE DICIEMBRE - SUB URBANO;96;10163225
109;10;16;ALTO PARANA;MINGA PORA;6;220;8 DE DICIEMBRE;22;10166220
110;10;16;ALTO PARANA;MINGA PORA;6;350;KUARAHY RESE;76;10166350
111;10;16;ALTO PARANA;MINGA PORA;6;400;3RA LINEA OESTE;29;10166400
112;10;16;ALTO PARANA;MINGA PORA;6;120;COLONIA GUARANI;102;10166120
113;10;16;ALTO PARANA;MINGA PORA;6;190;LIMOY;254;10166190
114;10;16;ALTO PARANA;MINGA PORA;6;360;ASENT 4 PALMAS;14;10166360
115;10;16;ALTO PARANA;MINGA PORA;6;390;5TA LINEA OESTE;28;10166390
116;10;16;ALTO PARANA;MINGA PORA;6;380;6TA LINEA OESTE;16;10166380
117;10;16;ALTO PARANA;MINGA PORA;6;370;GLEVA 8 Y 9;43;10166370
118;10;16;ALTO PARANA;MINGA PORA;6;160;COOPASAN;115;10166160
119;10;16;ALTO PARANA;MINGA PORA;6;140;ENTRE RIOS;37;10166140
120;10;16;ALTO PARANA;MINGA PORA;6;340;LOTE 6 Y 7;139;10166340
121;10;16;ALTO PARANA;MINGA PORA;6;320;COM INDIG  ARROYO GUASU - JHUGUA'I;0;10166320
122;10;16;ALTO PARANA;MINGA PORA;6;330;COM INDIG ARROYO GUAZU- AZUL;0;10166330
123;10;16;ALTO PARANA;MINGA PORA;6;310;COM INDIG ARROYO GUASU-CENTRO;0;10166310
124;10;16;ALTO PARANA;MINGA PORA;6;300;COM INDIG ARROYO GUASU-CAAGUAZU;0;10166300
125;10;16;ALTO PARANA;MINGA PORA;3;115;SAN LORENZO-SUB URBANO;331;10163115
126;10;16;ALTO PARANA;MINGA PORA;6;110;SAN LORENZO;38;10166110
127;10;16;ALTO PARANA;MINGA PORA;1;3;VIRGEN DE FATIMA;162;10161003
128;10;16;ALTO PARANA;MINGA PORA;1;4;SAN FRANCISCO;108;10161004
129;10;16;ALTO PARANA;MINGA PORA;1;5;SAN ISIDRO;21;10161005
130;10;16;ALTO PARANA;MINGA PORA;1;1;SANTA CECILIA;128;10161001
131;10;16;ALTO PARANA;MINGA PORA;1;6;SAN MIGUEL;82;10161006
132;10;16;ALTO PARANA;MINGA PORA;6;450;2DA LINEA;94;10166450
133;10;16;ALTO PARANA;MINGA PORA;6;440;SAN ISIDRO;130;10166440
134;10;16;ALTO PARANA;MINGA PORA;6;490;SAN FRANCISCO;45;10166490
135;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;270;SANTA ROSA DEL MONDAY NORTE;98;10156270
136;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;260;FRANCES CUE;63;10156260
137;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;300;YACUTINGA;50;10156300
138;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;340;3 PIÑEROS;45;10156340
139;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;370;SAN CARLOS;46;10156370
140;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;310;SAN LUIS;65;10156310
141;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;350;CARAYA;6;10156350
142;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;360;COLONIA TORRES;21;10156360
143;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;280;CURUPAYTY LINEA EL PROGRESO;180;10156280
144;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;3;285;CURUPAYTY SUB-URBANO;200;10153285
145;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;230;SANTA MARIA;135;10156230
146;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;380;SAN FRANCISCO;26;10156380
147;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;220;BELLA VISTA;90;10156220
148;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;1;2;GUARANI;179;10151002
149;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;1;1;CENTRO;488;10151001
150;10;15;ALTO PARANA;SANTA ROSA DEL MONDAY;6;290;SANTA ROSA DEL MONDAY SUR;142;10156290
151;10;14;ALTO PARANA;NARANJAL;6;250;COOPERATIVA;52;10146250
152;10;14;ALTO PARANA;NARANJAL;6;260;ALTO PARAISO;25;10146260
153;10;14;ALTO PARANA;NARANJAL;6;100;LINEA ÑACUNDAY;28;10146100
154;10;14;ALTO PARANA;NARANJAL;6;150;PRIMERO DE MAYO;95;10146150
155;10;14;ALTO PARANA;NARANJAL;6;200;VILLA MONACO;19;10146200
156;10;14;ALTO PARANA;NARANJAL;6;270;ADAN Y EVA;38;10146270
157;10;14;ALTO PARANA;NARANJAL;3;205;VILLA MONACO SUB-URBANO;45;10143205
158;10;14;ALTO PARANA;NARANJAL;6;210;SAN ALFREDO;121;10146210
159;10;14;ALTO PARANA;NARANJAL;6;280;RAUL PEÑA LINEA SAN PABLO;27;10146280
160;10;14;ALTO PARANA;NARANJAL;6;290;RAUL PEÑA LINEA PRIMERO DE MARZO;28;10146290
161;10;14;ALTO PARANA;NARANJAL;6;180;10 DE MAYO;44;10146180
162;10;14;ALTO PARANA;NARANJAL;6;170;PALMITAL;31;10146170
163;10;14;ALTO PARANA;NARANJAL;6;130;COLONIA 3 DE MAYO;72;10146130
164;10;14;ALTO PARANA;NARANJAL;6;110;LINEA BUSANELLO;22;10146110
165;10;14;ALTO PARANA;NARANJAL;6;220;COM INDIG TAPY PTO BARRA;0;10146220
166;10;14;ALTO PARANA;NARANJAL;3;175;PALMITAL SUB-URBANO;37;10143175
167;10;14;ALTO PARANA;NARANJAL;3;125;AURORA SUB-URBANO;138;10143125
168;10;14;ALTO PARANA;NARANJAL;3;215;SAN ALFREDO SUB-URBANO;128;10143215
169;10;14;ALTO PARANA;NARANJAL;6;230;AGROPECO;165;10146230
170;10;14;ALTO PARANA;NARANJAL;6;300;RAUL PEÑA;549;10146300
171;10;14;ALTO PARANA;NARANJAL;6;240;RAUL PEÑA  MCAL ESTIGARRIBIA;465;10146240
172;10;14;ALTO PARANA;NARANJAL;3;305;RAUL PEÑA SUB-URBANO;290;10143305
173;10;14;ALTO PARANA;NARANJAL;1;2;LAS PALMAS;68;10141002
174;10;14;ALTO PARANA;NARANJAL;1;1;CENTRO;735;10141001
175;10;14;ALTO PARANA;NARANJAL;6;160;LINEA SAN PEDRO;115;10146160
176;10;14;ALTO PARANA;NARANJAL;6;190;PRIMAVERA;69;10146190
177;10;14;ALTO PARANA;NARANJAL;6;310;COM INDIG AURORA;0;10146310
178;10;14;ALTO PARANA;NARANJAL;6;120;AURORA;165;10146120
179;10;13;ALTO PARANA;SANTA RITA;6;260;CARAYA;15;10136260
180;10;13;ALTO PARANA;SANTA RITA;6;240;NUEVA ASUNCION;65;10136240
181;10;13;ALTO PARANA;SANTA RITA;3;335;14 DE MAYO SUB-URBANO;190;10133335
182;10;13;ALTO PARANA;SANTA RITA;6;210;PACUCUA;22;10136210
183;10;13;ALTO PARANA;SANTA RITA;6;270;SANTA LOURDES;24;10136270
184;10;13;ALTO PARANA;SANTA RITA;3;295;CERRO LARGO SUB-URBANO;152;10133295
185;10;13;ALTO PARANA;SANTA RITA;6;120;VILLA NUEVA;30;10136120
186;10;13;ALTO PARANA;SANTA RITA;6;100;FULGENCIO R. MORENO;279;10136100
187;10;13;ALTO PARANA;SANTA RITA;6;130;SAN MIGUEL 1;194;10136130
188;10;13;ALTO PARANA;SANTA RITA;6;150;SANTA LUCIA;36;10136150
189;10;13;ALTO PARANA;SANTA RITA;6;300;LOS MAIZALES;172;10136300
190;10;13;ALTO PARANA;SANTA RITA;6;200;LINEA YACARE;14;10136200
191;10;13;ALTO PARANA;SANTA RITA;3;315;CAMPIÑA VERDE SUB-URBANO;294;10133315
192;10;13;ALTO PARANA;SANTA RITA;6;310;CAMPIÑA VERDE;56;10136310
193;10;13;ALTO PARANA;SANTA RITA;6;320;LINEA LA TORRE;21;10136320
194;10;13;ALTO PARANA;SANTA RITA;6;330;14 DE MAYO;49;10136330
195;10;13;ALTO PARANA;SANTA RITA;6;170;CAACUPEMI;42;10136170
196;10;13;ALTO PARANA;SANTA RITA;6;190;SAN MIGUEL 2;33;10136190
197;10;13;ALTO PARANA;SANTA RITA;6;280;SAN JOSE;18;10136280
198;10;13;ALTO PARANA;SANTA RITA;6;160;SAN VICENTE;97;10136160
199;10;13;ALTO PARANA;SANTA RITA;6;220;PANAMBI;170;10136220
200;10;13;ALTO PARANA;SANTA RITA;6;180;ESQUINA GAUCHA;106;10136180
201;10;13;ALTO PARANA;SANTA RITA;1;17;FRACCION SNEIDER;174;10131017
202;10;13;ALTO PARANA;SANTA RITA;1;9;FRACCION SHULTZ;355;10131009
203;10;13;ALTO PARANA;SANTA RITA;1;18;EL COLONO;103;10131018
204;10;13;ALTO PARANA;SANTA RITA;1;10;NUEVA SANTA RITA;160;10131010
205;10;13;ALTO PARANA;SANTA RITA;1;8;NUEVA ESPERANZA;631;10131008
206;10;13;ALTO PARANA;SANTA RITA;1;7;CENTRO;551;10131007
207;10;13;ALTO PARANA;SANTA RITA;1;19;SAN RAMON;387;10131019
208;10;13;ALTO PARANA;SANTA RITA;1;6;BELLA VISTA;329;10131006
209;10;13;ALTO PARANA;SANTA RITA;1;14;LOS TRIGALES;159;10131014
210;10;13;ALTO PARANA;SANTA RITA;1;11;BARRIO ALEJANDRINO;107;10131011
211;10;13;ALTO PARANA;SANTA RITA;1;5;ESQUINA GAUCHA;113;10131005
212;10;13;ALTO PARANA;SANTA RITA;1;4;UNION;118;10131004
213;10;13;ALTO PARANA;SANTA RITA;1;20;JARDIN AMERICA;319;10131020
214;10;13;ALTO PARANA;SANTA RITA;1;21;CARMELITAS;440;10131021
215;10;13;ALTO PARANA;SANTA RITA;1;2;SINUELO;568;10131002
216;10;13;ALTO PARANA;SANTA RITA;1;12;FRACCION SANTA LUCIA;65;10131012
217;10;13;ALTO PARANA;SANTA RITA;1;23;COM INDIG LA AMISTAD;0;10131023
218;10;13;ALTO PARANA;SANTA RITA;1;3;FRACCION LA AMISTAD;84;10131003
219;10;13;ALTO PARANA;SANTA RITA;1;13;BUEN JESUS;194;10131013
220;10;13;ALTO PARANA;SANTA RITA;1;1;PORTAL SINUELO;76;10131001
221;10;13;ALTO PARANA;SANTA RITA;1;15;FRACCION SCALIA;50;10131015
222;10;13;ALTO PARANA;SANTA RITA;1;16;FRACCION DEWES;43;10131016
223;10;13;ALTO PARANA;SANTA RITA;1;22;SAN JOSE;119;10131022
224;10;13;ALTO PARANA;SANTA RITA;6;290;CERRO LARGO;83;10136290
225;10;12;ALTO PARANA;SAN CRISTOBAL;1;1;URBANO;199;10121001
226;10;12;ALTO PARANA;SAN CRISTOBAL;6;110;FITINA;60;10126110
227;10;12;ALTO PARANA;SAN CRISTOBAL;6;100;MARIA AUXILIADORA PRIMERA LINEA;36;10126100
228;10;12;ALTO PARANA;SAN CRISTOBAL;6;290;ARROYO QUEMADO;76;10126290
229;10;12;ALTO PARANA;SAN CRISTOBAL;6;280;3 DE MAYO;33;10126280
230;10;12;ALTO PARANA;SAN CRISTOBAL;6;330;SANTO DOMINGO 32;65;10126330
231;10;12;ALTO PARANA;SAN CRISTOBAL;6;130;SAN JOSE OBRERO;20;10126130
232;10;12;ALTO PARANA;SAN CRISTOBAL;6;150;LINEA BUSANELLO;45;10126150
233;10;12;ALTO PARANA;SAN CRISTOBAL;6;140;PACUCUA 1;77;10126140
234;10;12;ALTO PARANA;SAN CRISTOBAL;6;370;COLONIA 1RO DE MAYO;109;10126370
235;10;12;ALTO PARANA;SAN CRISTOBAL;6;350;VIRGEN DEL PILAR;35;10126350
236;10;12;ALTO PARANA;SAN CRISTOBAL;6;120;VISTA ALEGRE;43;10126120
237;10;12;ALTO PARANA;SAN CRISTOBAL;6;170;SAPIRE;110;10126170
238;10;12;ALTO PARANA;SAN CRISTOBAL;6;220;COLONIA TRES NACIENTES;64;10126220
239;10;12;ALTO PARANA;SAN CRISTOBAL;6;420;SAN JOSE;33;10126420
240;10;12;ALTO PARANA;SAN CRISTOBAL;6;360;BUEN MBETY GUAZU;35;10126360
241;10;12;ALTO PARANA;SAN CRISTOBAL;6;230;CAMPO ALEGRE;41;10126230
242;10;12;ALTO PARANA;SAN CRISTOBAL;6;240;SANTA LUCIA;22;10126240
243;10;12;ALTO PARANA;SAN CRISTOBAL;6;380;COLONIA SAN MARCOS;35;10126380
244;10;12;ALTO PARANA;SAN CRISTOBAL;6;440;SAN MIGUEL;68;10126440
245;10;12;ALTO PARANA;SAN CRISTOBAL;6;390;SAN ROQUE;60;10126390
246;10;12;ALTO PARANA;SAN CRISTOBAL;6;250;SAN JORGE;121;10126250
247;10;12;ALTO PARANA;SAN CRISTOBAL;6;410;YCUA HOVY;37;10126410
248;10;12;ALTO PARANA;SAN CRISTOBAL;6;400;YCUA PYTA;39;10126400
249;10;12;ALTO PARANA;SAN CRISTOBAL;6;260;RELOJ CUE;98;10126260
250;10;12;ALTO PARANA;SAN CRISTOBAL;6;190;YBAROTY;40;10126190
251;10;12;ALTO PARANA;SAN CRISTOBAL;6;450;SANTO DOMINGO 2;83;10126450
252;10;12;ALTO PARANA;SAN CRISTOBAL;6;430;SAN JOSE 2;54;10126430
253;10;12;ALTO PARANA;SAN CRISTOBAL;6;310;SAN CRISTOBAL;78;10126310
254;10;12;ALTO PARANA;SAN CRISTOBAL;3;335;SANTO DOMINGO 32 SUB-URBANO;515;10123335
255;10;12;ALTO PARANA;SAN CRISTOBAL;6;340;COM INDIG KA'A JOVAI;0;10126340
256;10;12;ALTO PARANA;SAN CRISTOBAL;6;210;YACUTINGA;11;10126210
257;10;12;ALTO PARANA;SAN CRISTOBAL;6;160;SAN ANTONIO;14;10126160
258;10;11;ALTO PARANA;MINGA GUAZU;6;200;CALLE 14 MONDAY;457;10116200
259;10;11;ALTO PARANA;MINGA GUAZU;6;210;CALLE 16 MONDAY;88;10116210
260;10;11;ALTO PARANA;MINGA GUAZU;6;190;14 ACARAY;198;10116190
261;10;11;ALTO PARANA;MINGA GUAZU;3;235;CALLE 20 MONDAY SUB-URBANO;757;10113235
262;10;11;ALTO PARANA;MINGA GUAZU;6;230;CALLE 20 MONDAY;45;10116230
263;10;11;ALTO PARANA;MINGA GUAZU;3;225;TAJY POTY SUB-URBANO;535;10113225
264;10;11;ALTO PARANA;MINGA GUAZU;6;400;SAN JUAN KM 18 MONDAY;40;10116400
265;10;11;ALTO PARANA;MINGA GUAZU;6;410;GUAVIRA POTY;115;10116410
266;10;11;ALTO PARANA;MINGA GUAZU;6;220;CALE 18 MONDAY;206;10116220
267;10;11;ALTO PARANA;MINGA GUAZU;6;170;CALLE 16 ACARAY;138;10116170
268;10;11;ALTO PARANA;MINGA GUAZU;6;490;VIRGEN DEL CARMEN;113;10116490
269;10;11;ALTO PARANA;MINGA GUAZU;6;160;CALLE 20 ACARAY;231;10116160
270;10;11;ALTO PARANA;MINGA GUAZU;3;165;CALLE 20 ACARAY SUB-URBANO;1130;10113165
271;10;11;ALTO PARANA;MINGA GUAZU;3;155;CALLE 22 ACARAY SUB-URBANO;409;10113155
272;10;11;ALTO PARANA;MINGA GUAZU;6;240;CALLE 22  MONDAY;207;10116240
273;10;11;ALTO PARANA;MINGA GUAZU;3;255;CALLE 24 MONDAY SUB-URBANO;122;10113255
274;10;11;ALTO PARANA;MINGA GUAZU;6;390;FRACCION LOS LAURELES;174;10116390
275;10;11;ALTO PARANA;MINGA GUAZU;6;250;CALLE 24 MONDAY;285;10116250
276;10;11;ALTO PARANA;MINGA GUAZU;6;260;CALLE 26 MONDAY;208;10116260
277;10;11;ALTO PARANA;MINGA GUAZU;6;270;CALLE 28 MONDAY;326;10116270
278;10;11;ALTO PARANA;MINGA GUAZU;6;380;ASENT BUENA VISTA;51;10116380
279;10;11;ALTO PARANA;MINGA GUAZU;6;330;ASENT KUARAHY RESE;41;10116330
280;10;11;ALTO PARANA;MINGA GUAZU;6;340;ASENT RENACER;26;10116340
281;10;11;ALTO PARANA;MINGA GUAZU;6;320;ASENT PRIMAVERA;125;10116320
282;10;11;ALTO PARANA;MINGA GUAZU;6;300;ASENT PORVENIR;96;10116300
283;10;11;ALTO PARANA;MINGA GUAZU;6;310;ASENT TAPYI;123;10116310
284;10;11;ALTO PARANA;MINGA GUAZU;6;350;KO'E PYAHU;52;10116350
285;10;11;ALTO PARANA;MINGA GUAZU;6;360;JACQUET  KUE - SAN MIGUEL;36;10116360
286;10;11;ALTO PARANA;MINGA GUAZU;6;370;NUEVO AMANECER;78;10116370
287;10;11;ALTO PARANA;MINGA GUAZU;3;293;KM 30 EL MENSU SUB-URBANO;59;10113293
288;10;11;ALTO PARANA;MINGA GUAZU;3;292;KM 30 PIROY SUB-URBANO;338;10113292
289;10;11;ALTO PARANA;MINGA GUAZU;3;291;KM 30 SAN JORGE SUB-URBANO;363;10113291
290;10;11;ALTO PARANA;MINGA GUAZU;3;295;KM 30 VIRGEN DEL CARMEN SUB-URBANO;138;10113295
291;10;11;ALTO PARANA;MINGA GUAZU;3;294;CALLE 30 SANTA CATALINA SUB-URBANO;40;10113294
292;10;11;ALTO PARANA;MINGA GUAZU;6;290;CALLE 30 MONDAY;160;10116290
293;10;11;ALTO PARANA;MINGA GUAZU;6;150;CALLE 22 ACARAY;35;10116150
294;10;11;ALTO PARANA;MINGA GUAZU;3;435;CALLE 24 ACARAY SUB-URBANO;467;10113435
295;10;11;ALTO PARANA;MINGA GUAZU;6;130;CALLE 28 ACARAY;215;10116130
296;10;11;ALTO PARANA;MINGA GUAZU;6;470;ASENT LAS MERCEDES;339;10116470
297;10;11;ALTO PARANA;MINGA GUAZU;6;440;ASENT 2DA LINEA BOQUERON;31;10116440
